,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
671,Nội Gián,(1999),157 min,7.8,84        ,"174,533",$28.97M,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
672,Män som hatar kvinnor,(2009),152 min,7.8,76        ,"219,321",$10.10M,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.
673,Straight Outta Compton,(2015),147 min,7.8,72        ,"208,311",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
674,My Fair Lady,(1964),170 min,7.8,95        ,"98,208",$72.00M,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
675,Kẻ Ngoài Vòng Pháp Luật,(1976),135 min,7.8,69        ,"76,239",$31.80M,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
676,Những Cậu Bé Hỏa Tiễn,(1999),108 min,7.8,71        ,"94,193",$32.48M,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
677,Hunt for the Wilderpeople,(2016),101 min,7.8,81        ,"134,709",$5.20M,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
678,Cô Phù Thủy Nhỏ Kiki,(1989),103 min,7.8,85        ,"150,973",%^%^%^,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
679,Cabaret,(1972),124 min,7.8,80        ,"56,967",$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
680,Sự Hoài Nghi,(2008),141 min,7.8,63        ,"259,485",$35.74M,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
681,Đêm Của Những Thây Ma,(1968),96 min,7.8,89        ,"132,911",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.
682,The Conversation,(1974),113 min,7.8,87        ,"115,425",$4.42M,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
683,The Remains of the Day,(1993),134 min,7.8,86        ,"78,109",$22.95M,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
684,Dawn of the Dead,(1978),127 min,7.8,71        ,"123,902",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall."
685,The Right Stuff,(1983),193 min,7.8,91        ,"62,955",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
686,The King of Comedy,(1982),109 min,7.8,73        ,"108,789",$2.50M,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
687,Dòng Sông Mãnh Liệt,(1988),128 min,7.8,65        ,"103,985",$34.60M,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
688,Once,(I) (2007),86 min,7.8,90        ,"118,595",$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
689,Pride,(I) (2014),119 min,7.8,79        ,"59,193",%^%^%^,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.
690,Gà Trống Nuôi Con,(1979),105 min,7.8,77        ,"149,078",$106.26M,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
691,Kẻ Bất Tài,(1994),127 min,7.8,70        ,"179,397",$5.89M,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
692,To Have and Have Not,(1944),100 min,7.8,90        ,"36,277",%^%^%^,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
693,Freaks,(1932),64 min,7.8,80        ,"48,135",$0.63M,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance."
694,Gaslight,(1944),114 min,7.8,78        ,"31,062",%^%^%^,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
695,Vincent Thương Mến,(2017),94 min,7.8,62        ,"60,148",$6.74M,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
696,All That Jazz,(1979),123 min,7.8,72        ,"33,303",$37.82M,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
697,Cánh Đồng Chết,(1984),141 min,7.8,76        ,"57,049",$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
698,Breaking the Waves,(1996),159 min,7.8,81        ,"69,019",$4.04M,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
699,The Innocents,(1961),100 min,7.8,88        ,"31,533",$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.
700,Stagecoach,(1939),96 min,7.8,93        ,"51,072",%^%^%^,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
701,Người Mẹ,(2009),129 min,7.8,79        ,"67,249",$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
702,Guess Who's Coming to Dinner,(1967),108 min,7.8,63        ,"46,788",$56.70M,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
703,Manhattan,(1979),96 min,7.8,83        ,"142,763",$45.70M,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
704,Bàn Chân Trái Của Tôi,(1989),103 min,7.8,97        ,"76,621",$14.74M,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
705,Tay Đua Huyền Thoại,(2005),127 min,7.8,68        ,"56,350",$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
706,Kẻ Săn Đuổi,(2008),125 min,7.8,64        ,"68,919",%^%^%^,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
707,The Day the Earth Stood Still,(1951),92 min,7.8,83        ,"83,495",%^%^%^,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
708,Hannah and Her Sisters,(1986),107 min,7.8,90        ,"73,266",$40.08M,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
709,Ngày Thiên Đường,(1978),94 min,7.8,93        ,"59,862",%^%^%^,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
710,Frankenstein,(1931),70 min,7.8,91        ,"75,421",%^%^%^,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
711,Todo sobre mi madre,(1999),101 min,7.8,87        ,"99,341",$8.26M,"Pedro Almodovar's Oscar-winning comedy (Best Foreign Film, 1999) about a bereaved mother, and overwrought actress, her jealous lover and a pregnant nun."
712,Shadow of a Doubt,(1943),108 min,7.8,94        ,"67,528",%^%^%^,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
713,The Man Who Would Be King,(1975),129 min,7.8,91        ,"50,379",%^%^%^,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
714,Jûbê ninpûchô,(1993),94 min,7.8,****,"38,705",%^%^%^,A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.
715,The Day of the Jackal,(1973),143 min,7.8,80        ,"42,349",$16.06M,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
716,Lilja 4-ever,(2002),109 min,7.8,83        ,"47,055",$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
717,"Aguirre, der Zorn Gottes",(1972),95 min,7.8,****,"58,911",%^%^%^,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
718,Dải Ruy Băng Trắng,(2009),144 min,7.8,83        ,"75,302",$2.22M,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
719,Mảnh Đất Của Tôi,(2015),100 min,7.8,75        ,"43,055",$0.44M,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
720,Nhà Tiên Tri,(2009),155 min,7.8,90        ,"100,086",$2.08M,A young Algerian man is sent to a French prison.
721,Bringing Up Baby,(1938),102 min,7.8,91        ,"63,473",%^%^%^,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
